
Gabriel Barbosa,1586529661739487200,"RT @futtmais: O homem que deu 2 títulos de Libertadores para o Flamengo.  A história está feita e vai continuar sendo.   Gabriel Barbosa, o…"
Gabriel Barbosa,1586529655657726000,"RT @centraldanacao: 3 FINAIS DE LIBERTADORES   4 GOLS  GABRIEL BARBOSA PREDESTINADO https://t.co/IFu4wM95Uo"
Gabriel Barbosa,1586529650435829800,"⚽️ #CopaLibertadores ⚽️  - Final -  🇧🇷 #Flamengo 1-0 #AthleticoParanaense 🇧🇷 45+4' Gabriel Barbosa  *Flamengo se co… https://t.co/kbP1lpzb0o"
Gabriel Barbosa,1586529660548001800,"RT @goldorayo: Eu vou repetir: depois de Zico, Gabriel Barbosa é o maior jogador da HISTÓRIA do Clube de Regatas do Flamengo.   Os velhos í…"
Gabriel Barbosa,1586529639433764900,"apesar de muitas coisas, gabriel barbosa sempre será um ídolo"
Gabriel Barbosa,1586529630760337400,"RT @futebol_info: “Você pode chamar de Gabigol, pode chamar de Lil Gabi, pode chamar de Gabriel Barbosa… mas ninguém chama mais gol do que…"
TE AMO ESPANHOLA,1586529697516892200,"RT @debocheria: Te amo espanhola Agora corre que a pistoleira tá braba https://t.co/WNBHvsTxy5"
TE AMO ESPANHOLA,1586529692970254300,"RT @bicmuller: Pq a Carla Zambelli sacou a arma pra um cara que disse TE AMO ESPANHOLA? Não entendi"
TE AMO ESPANHOLA,1586529692877607000,"RT @lindamar_neves: Carla Zambelli disse que o homem negro a chamou de “prostituta”, mas, na verdade, ele falou “te amo espanhola”. Então…"
TE AMO ESPANHOLA,1586529691304722400,"RT @bicmuller: Pq a Carla Zambelli sacou a arma pra um cara que disse TE AMO ESPANHOLA? Não entendi"
TE AMO ESPANHOLA,1586529691782901800,"RT @AndreJanonesAdv: Eu já assisti o vídeo atentamente por 3 vezes. O momento em que a bandida sai do sério não é quando ela bate boca, mas…"
TE AMO ESPANHOLA,1586529689639612400,"RT @CloroEquino: 🚨🚨🚨 Nunca DIGA TE AMO ESPANHOLA pra ZAMBELLI 🤯🤯🤯"
TE AMO ESPANHOLA,1586529686393622500,"@felipeneto TE AMO ESPANHOLA"
TE AMO ESPANHOLA,1586529686288375800,"RT @UltraLafa: Zambelli falou, em sua defesa, que estava sendo agredida por vários homens e que teria sido empurrada. Nas imagens, UM homem…"
Zico,1586529696681930800,"RT @mundodabola: Gabigol e Zico são os maiores jogadores da história do Flamengo.  📸 André Durão https://t.co/0POQdr6ztZ"
TE AMO ESPANHOLA,1586529692823474200,"RT @maconara: CARLA ZAMBELLI TERRORISTA  TE AMO ESPANHOLA"
Zico,1586529675899068400,"RT @goldorayo: Eu vou repetir: depois de Zico, Gabriel Barbosa é o maior jogador da HISTÓRIA do Clube de Regatas do Flamengo.   Os velhos í…"
Zico,1586529675513208800,"RT @mundodabola: Flamengo tem 8 gols em finais de Libertadores.  4 do Zico, 4 do Gabigol.  📸 Alexandre Vidal https://t.co/Yn2iAieeP8"
Zico,1586529674548904000,"O dia que minha filha perguntar que foi o maior do flamengo eu vou falar filha eu não vi o Zico jogar mas eu vi o … https://t.co/dNMpBvFyEw"
Zico,1586529664855871500,"@btfgbfr @futebol_info Não sou flamenguista mas Gabigol não tem comparação com o Zico, galinho tá entre os 5 melhor… https://t.co/jyEVqYFOix"
Zico,1586529666483236900,"RT @brunoformiga: Existe a Era Zico. E existe a Era Gabigol."
Zico,1586529668835864600,"@btfgbfr @futebol_info Zico é ídolo e Gabi tbm, não tem disputa, cada um na sua geração"
Zico,1586529657591312400,"RT @futebol_info: Simplesmente o segundo MAIOR jogador da história do Flamengo. Atrás apenas de Zico.  📸 Marcelo Cortes https://t.co/zWpKhR…"
Zico,1586529644114649000,"pra mim, gabigol é o maior da história do futebol brasileiro, ngm acima e eu quero que se fod!!! se n concorda fds… https://t.co/uPaCpyeSym"
Zico,1586529660548001800,"RT @goldorayo: Eu vou repetir: depois de Zico, Gabriel Barbosa é o maior jogador da HISTÓRIA do Clube de Regatas do Flamengo.   Os velhos í…"
